cur_ost_ind,loan_condition,dti_group,income_group,home_ownership,purpose,term,interest_payments,annual_inc,tot_loan_amount,avg_interest_rate,tot_upb,gco_units,avg_dti,tot_units
No,Good Loan,"[0,10]","[0,25k]",own,other,36 months,Low,20211.425,195975,9.243,0.010000000000218279,0,6.23375,40
No,Good Loan,"[0,10]","[0,25k]",own,other,60 months,High,10800,6000,17.439999999999998,0,0,1.5,2
No,Good Loan,"[0,10]","[0,25k]",own,other,60 months,Low,20004,3500,11.49,0,0,4.56,1
No,Good Loan,"[0,10]","[0,25k]",own,small_business,36 months,High,14000,5000,18.369999999999997,0,0,4.35,2
No,Good Loan,"[0,10]","[0,25k]",own,small_business,36 months,Low,13591.666666666666,8325,7.276666666666667,0,0,5.083333333333334,3
No,Good Loan,"[0,10]","[0,25k]",own,small_business,60 months,High,24000,11000,15.23,0,0,8.4,1
No,Good Loan,"[0,10]","[0,25k]",own,small_business,60 months,Low,8400,4400,7.88,0,0,9.14,1
No,Good Loan,"[0,10]","[0,25k]",own,vacation,36 months,High,15000,2500,20.2,0,0,4.4,1
No,Good Loan,"[0,10]","[0,25k]",own,vacation,36 months,Low,19560,19600,8.386000000000001,0,0,6.2700000000000005,5
No,Good Loan,"[0,10]","[0,25k]",own,wedding,36 months,High,24500,8000,15.065000000000001,0,0,3.235,2
No,Good Loan,"[0,10]","[0,25k]",own,wedding,36 months,Low,18000,7000,8,1775,0,1.33,1
No,Good Loan,"[0,10]","[0,25k]",rent,car,36 months,High,17400.41379310345,119175,16.312758620689657,0.049999999999954525,0,4.367931034482758,29
No,Good Loan,"[0,10]","[0,25k]",rent,car,36 months,Low,19882.803571428572,273150,10.048928571428572,5525.01,0,4.748035714285714,56
No,Good Loan,"[0,10]","[0,25k]",rent,car,60 months,High,17885.714285714286,28975,16.70714285714286,0,0,4.355714285714286,7
No,Good Loan,"[0,10]","[0,25k]",rent,car,60 months,Low,18303,15325,10.315,0,0,5.23,4
No,Good Loan,"[0,10]","[0,25k]",rent,credit_card,36 months,High,20684.885245901638,257200,16.00245901639344,0.010000000000218279,0,7.14672131147541,61
No,Good Loan,"[0,10]","[0,25k]",rent,credit_card,36 months,Low,20533.766666666666,558050,10.082166666666666,0.06000000000040018,0,6.7218333333333335,120
No,Good Loan,"[0,10]","[0,25k]",rent,debt_consolidation,36 months,High,20250.068965517243,1044150,16.226594827586208,375.1500000000019,0,6.807025862068966,232
No,Good Loan,"[0,10]","[0,25k]",rent,debt_consolidation,36 months,Low,20433.023529411767,1254500,10.335372549019608,0.16000000000008185,0,6.677490196078431,255
No,Good Loan,"[0,10]","[0,25k]",rent,debt_consolidation,60 months,High,21693.35714285714,78050,17.244285714285713,0,0,6.416428571428571,14
No,Good Loan,"[0,10]","[0,25k]",rent,debt_consolidation,60 months,Low,20300,51300,11.165555555555557,0,0,5.171111111111111,9
No,Good Loan,"[0,10]","[0,25k]",rent,educational,36 months,High,15857.142857142857,38825,15.911428571428571,0,0,3.8485714285714288,7
No,Good Loan,"[0,10]","[0,25k]",rent,educational,36 months,Low,14552.676470588236,124425,10.482058823529412,0,0,4.43,34
No,Good Loan,"[0,10]","[0,25k]",rent,educational,60 months,High,25000,4000,16.45,0,0,6,1
No,Good Loan,"[0,10]","[0,25k]",rent,home_improvement,36 months,High,22154.545454545456,60900,16.506363636363638,0,0,5.09,11
No,Good Loan,"[0,10]","[0,25k]",rent,home_improvement,36 months,Low,20445.333333333332,67475,10.2075,0,0,4.7491666666666665,12
No,Good Loan,"[0,10]","[0,25k]",rent,home_improvement,60 months,High,24000,6000,15.95,0,0,7.85,1
No,Good Loan,"[0,10]","[0,25k]",rent,house,36 months,High,18455.5,35800,18.215,0,0,4.455,6
No,Good Loan,"[0,10]","[0,25k]",rent,house,36 months,Low,22099.636363636364,75275,8.754545454545454,0,0,4.532727272727273,11
No,Good Loan,"[0,10]","[0,25k]",rent,major_purchase,36 months,High,20652.277777777777,163675,16.1275,0.020000000000436557,0,4.651944444444444,36
No,Good Loan,"[0,10]","[0,25k]",rent,major_purchase,36 months,Low,19356.478260869564,292775,9.247971014492753,0.020000000000209184,0,4.685652173913043,69
No,Good Loan,"[0,10]","[0,25k]",rent,major_purchase,60 months,High,20824.5,28825,17.351666666666667,0,0,3.611666666666667,6
No,Good Loan,"[0,10]","[0,25k]",rent,major_purchase,60 months,Low,23666.666666666668,15900,11.7,0,0,6.266666666666667,3
No,Good Loan,"[0,10]","[0,25k]",rent,medical,36 months,High,21439.615384615383,47175,17.95769230769231,0,0,5.604615384615385,13
No,Good Loan,"[0,10]","[0,25k]",rent,medical,36 months,Low,20178.4,57750,11.112,0,0,4.190666666666667,15
No,Good Loan,"[0,10]","[0,25k]",rent,moving,36 months,High,19057.75,55250,18.6225,0.01999999999998181,0,6.400625,16
No,Good Loan,"[0,10]","[0,25k]",rent,moving,36 months,Low,18902.444444444445,110875,9.358148148148148,0.010000000000218279,0,4.594074074074074,27
No,Good Loan,"[0,10]","[0,25k]",rent,moving,60 months,High,21360,11000,14.504999999999999,0,0,4.925000000000001,2
No,Good Loan,"[0,10]","[0,25k]",rent,moving,60 months,Low,20633,2000,13.23,0,0,1.69,1
No,Good Loan,"[0,10]","[0,25k]",rent,other,36 months,High,19808.632911392404,288950,16.987848101265822,0.010000000000218279,0,5.333037974683545,79
No,Good Loan,"[0,10]","[0,25k]",rent,other,36 months,Low,18182.83695652174,352175,10.535434782608696,0.07000000000130058,0,5.256413043478261,92
No,Good Loan,"[0,10]","[0,25k]",rent,other,60 months,High,20639,70150,18.258125,0,0,5.271875,16
No,Good Loan,"[0,10]","[0,25k]",rent,other,60 months,Low,16800,25500,10.1175,4725,0,4.3475,4
No,Good Loan,"[0,10]","[0,25k]",rent,renewable_energy,36 months,High,22650,21700,17.485,0,0,5.575,4
No,Good Loan,"[0,10]","[0,25k]",rent,small_business,36 months,High,18261.75,44675,17.003333333333334,0,0,5.4816666666666665,12
No,Good Loan,"[0,10]","[0,25k]",rent,small_business,36 months,Low,20010.684210526317,94175,8.760526315789473,0,0,4.461578947368421,19
No,Good Loan,"[0,10]","[0,25k]",rent,small_business,60 months,High,21066.666666666668,27600,16.443333333333335,0,0,8.556666666666667,3
No,Good Loan,"[0,10]","[0,25k]",rent,small_business,60 months,Low,24000,15000,10.36,5250,0,9.6,1
No,Good Loan,"[0,10]","[0,25k]",rent,vacation,36 months,High,16988.615384615383,29500,17.583846153846153,0,0,5.541538461538462,13
No,Good Loan,"[0,10]","[0,25k]",rent,vacation,36 months,Low,17320,17650,9.591666666666667,0,0,4.575,6
No,Good Loan,"[0,10]","[0,25k]",rent,vacation,60 months,High,18562.5,4200,20.425,0,0,0.88,2
No,Good Loan,"[0,10]","[0,25k]",rent,wedding,36 months,High,19274.6,35000,17.708,0,0,5.228,10
No,Good Loan,"[0,10]","[0,25k]",rent,wedding,36 months,Low,20164.363636363636,57125,10.026363636363635,1800.0100000000002,0,4.433636363636364,11
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,car,36 months,High,113449.25,107925,14.79625,72828.8,0,14.185625,16
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,car,36 months,Low,113462.5,564250,8.41875,381807.95,0,14.436964285714286,56
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,car,60 months,High,110781.63636363637,161450,15.53,128154.01,0,14.846363636363636,11
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,car,60 months,Low,110128.42857142857,213025,9.515714285714285,176783.48,0,13.487857142857143,14
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,credit_card,36 months,High,111830.06008583691,5263425,15.061845493562231,3390788.21,0,15.082875536480687,233
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,credit_card,36 months,Low,113368.13449367089,48526925,8.305632911392404,34346549.08,0,14.831613924050632,2528
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,credit_card,60 months,High,112753.4008683068,18011675,16.361273516642548,14673072.37,0,15.446931982633863,691
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,credit_card,60 months,Low,113217.39953810624,20784225,10.401974595842956,18363060.95,0,15.256258660508083,866
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,debt_consolidation,36 months,High,113213.20674740484,24679375,15.4819723183391,16782727.9,0,15.15507785467128,1156
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,debt_consolidation,36 months,Low,113326.7178021978,83081150,9.001887912087913,59088429.04,0,14.927215384615385,4550
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,debt_consolidation,60 months,High,113048.45425418299,71705225,17.225122819508723,59100321.13,0,15.236696333214667,2809
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,debt_consolidation,60 months,Low,112928.96629213484,37023425,10.911772784019975,32060604.39,0,15.202534332084895,1602
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,home_improvement,36 months,High,112722.02970297029,3526675,15.641782178217822,2406344.15,0,14.565643564356435,202
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,home_improvement,36 months,Low,112880.87554904832,9187275,8.901024890190337,6643583.86,0,14.77887262079063,683
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,home_improvement,60 months,High,113258.81203007519,9191000,17.371027568922305,7580516.6,0,14.67859649122807,399
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,home_improvement,60 months,Low,113242.87019230769,4243600,10.758509615384614,3632872.08,0,14.57576923076923,208
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,house,36 months,High,113917.38461538461,193875,16.178461538461537,151188.27,0,15.653076923076924,13
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,house,36 months,Low,112171.42857142857,93300,9.947142857142858,58083.57,0,15.504285714285714,7
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,house,60 months,High,113042.61538461539,274700,17.57923076923077,198546.81,0,14.826923076923077,13
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,house,60 months,Low,118250,91625,11.0025,62383.94,0,13.8925,4
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,major_purchase,36 months,High,110977.18918918919,420325,15.76027027027027,271609.83,0,14.896216216216215,37
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,major_purchase,36 months,Low,112686.48245614035,1227400,8.97780701754386,891364.56,0,14.854912280701754,114
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,major_purchase,60 months,High,114017.28,1205000,17.2078,990725.01,0,13.6862,50
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,major_purchase,60 months,Low,112310.1282051282,728175,10.297948717948717,596278.1,0,15.093846153846155,39
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,medical,36 months,High,113005.33333333333,256450,16.410666666666668,180843.06,0,15.290333333333333,30
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,medical,36 months,Low,114155.61403508772,518700,9.506140350877192,402719.92,0,15.404035087719299,57
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,medical,60 months,High,114519.57142857143,518600,19.028928571428573,422688.72,0,15.347857142857142,28
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,medical,60 months,Low,113791.75,86725,11.37,79667.54000000001,0,16.875,4
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,moving,36 months,High,113250,143500,16.466666666666665,90325.09,0,14.973333333333333,12
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,moving,36 months,Low,111625,120800,10.99,97499.83,0,14.6875,8
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,moving,60 months,High,109677.66666666667,75000,20.501666666666665,63531.79,0,17.096666666666668,6
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,other,36 months,High,112953.26923076923,1430950,16.392692307692307,944970.04,0,14.626,130
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,other,36 months,Low,112998.4375,1987025,10.005113636363637,1584596.1,0,15.183295454545455,176
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,other,60 months,High,114834.58333333333,2209325,18.937037037037037,1795465.59,0,14.924444444444445,108
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,other,60 months,Low,112616.66666666667,629725,11.173939393939394,555634.56,0,15.629090909090909,33
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,renewable_energy,36 months,High,108500,41500,13.995000000000001,20206.19,0,14.375,2
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,renewable_energy,36 months,Low,119666.66666666667,34500,11.89,27960.129999999997,0,16.3,3
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,renewable_energy,60 months,High,117500,31500,22.494999999999997,22336.97,0,14.885,2
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,small_business,36 months,High,115799.24561403508,985200,16.21982456140351,663212.5,0,14.270701754385964,57
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,small_business,36 months,Low,114532.125,442375,10.8140625,314296.25,0,15.27625,32
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,small_business,60 months,High,114289.65454545454,1236900,20.161454545454546,1005292.09,0,14.841272727272727,55
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,small_business,60 months,Low,112666.66666666667,61450,12.326666666666666,39247.91,0,12.376666666666667,3
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,vacation,36 months,High,112417.53846153847,123325,17.63,71065.37,0,15.058461538461538,13
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,vacation,36 months,Low,113349.60714285714,216600,9.826071428571428,180079.24,0,15.224642857142857,28
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,vacation,60 months,High,117359,98000,20.954,89396.35,0,14.206,5
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,wedding,36 months,High,120000,3000,15.31,102.94999999999982,0,17.23,1
Yes,Good Loan,"(10,20]","(100k,125k]",mortgage,wedding,60 months,High,113000,72950,18.715,27881.129999999997,0,13.934999999999999,4
Yes,Good Loan,"(10,20]","(100k,125k]",own,car,36 months,High,115116.66666666667,51350,15.68,38085.17,0,14.226666666666667,3
Yes,Good Loan,"(10,20]","(100k,125k]",own,car,36 months,Low,111813.33333333333,133500,9.094666666666667,103460.32,0,14.625333333333334,15
Yes,Good Loan,"(10,20]","(100k,125k]",own,car,60 months,High,117226,40000,15.91,24165.93,0,17.994999999999997,2
Yes,Good Loan,"(10,20]","(100k,125k]",own,credit_card,36 months,High,112908.44444444444,932550,15.358055555555556,634979.51,0,15.0575,36
Yes,Good Loan,"(10,20]","(100k,125k]",own,credit_card,36 months,Low,114008.54768392371,7522700,8.13465940054496,5785001.94,0,14.75741144414169,367
Yes,Good Loan,"(10,20]","(100k,125k]",own,credit_card,60 months,High,112605.71621621621,1924100,16.381486486486487,1622461.74,0,15.125945945945945,74
Yes,Good Loan,"(10,20]","(100k,125k]",own,credit_card,60 months,Low,111967.17164179105,3273875,10.100298507462686,2931256.97,0,14.830298507462686,134
Yes,Good Loan,"(10,20]","(100k,125k]",own,debt_consolidation,36 months,High,112698.92215568862,3651400,15.577844311377245,2523549.83,0,15.443173652694611,167
Yes,Good Loan,"(10,20]","(100k,125k]",own,debt_consolidation,36 months,Low,113102.47861507129,9201625,9.316741344195519,6972060.61,0,14.781140529531568,491
Yes,Good Loan,"(10,20]","(100k,125k]",own,debt_consolidation,60 months,High,113822.0143884892,7152350,17.159892086330935,6098932.64,0,15.03658273381295,278
Yes,Good Loan,"(10,20]","(100k,125k]",own,debt_consolidation,60 months,Low,112406.8940397351,3500150,10.80794701986755,3083115.11,0,15.205761589403973,151
Yes,Good Loan,"(10,20]","(100k,125k]",own,home_improvement,36 months,High,112767.85714285714,616250,15.535142857142857,444340.33,0,14.384,35
Yes,Good Loan,"(10,20]","(100k,125k]",own,home_improvement,36 months,Low,114275.10752688172,1420800,8.973548387096773,1105992.1099999999,0,14.590537634408602,93
Yes,Good Loan,"(10,20]","(100k,125k]",own,home_improvement,60 months,High,112979.94915254238,1299700,17.611186440677965,1139249.84,0,14.627118644067798,59
Yes,Good Loan,"(10,20]","(100k,125k]",own,home_improvement,60 months,Low,114066.96296296296,522275,10.414814814814815,447972.74,0,13.90074074074074,27
Yes,Good Loan,"(10,20]","(100k,125k]",own,house,36 months,High,114500,95675,17.585,73891.73,0,14.32,6
Yes,Good Loan,"(10,20]","(100k,125k]",own,house,36 months,Low,120000,24000,12.69,19423.03,0,16.81,1
Yes,Good Loan,"(10,20]","(100k,125k]",own,house,60 months,High,105625.5,102000,19.15,87416.11,0,13.7425,4
Yes,Good Loan,"(10,20]","(100k,125k]",own,house,60 months,Low,124000,10000,11.55,5877.31,0,11.41,1
Yes,Good Loan,"(10,20]","(100k,125k]",own,major_purchase,36 months,High,110836.36363636363,179200,16.170909090909092,144717.23,0,14.458181818181819,11
Yes,Good Loan,"(10,20]","(100k,125k]",own,major_purchase,36 months,Low,115532.5,278250,9.6815,200012.38,0,14.3645,20
Yes,Good Loan,"(10,20]","(100k,125k]",own,major_purchase,60 months,High,112116.45454545454,307200,17.72909090909091,270023.22,0,14.445454545454545,11
Yes,Good Loan,"(10,20]","(100k,125k]",own,major_purchase,60 months,Low,114666.66666666667,99300,9.395,85457.43,0,16.168333333333333,6
Yes,Good Loan,"(10,20]","(100k,125k]",own,medical,36 months,High,107600,20100,15.684,11387.12,0,14.328,5
Yes,Good Loan,"(10,20]","(100k,125k]",own,medical,36 months,Low,113086.66666666667,19900,12.17,13925.789999999999,0,15.11,3
Yes,Good Loan,"(10,20]","(100k,125k]",own,medical,60 months,High,108800,24000,19.52,21702.93,0,15.49,1
Yes,Good Loan,"(10,20]","(100k,125k]",own,moving,36 months,High,111666.66666666667,16200,17.8,13416.04,0,15.223333333333333,3
Yes,Good Loan,"(10,20]","(100k,125k]",own,moving,60 months,High,117500,35000,20.32,34563.729999999996,0,16.97,2
Yes,Good Loan,"(10,20]","(100k,125k]",own,other,36 months,High,118001.875,247550,15.78875,168243.79,0,13.5275,16
Yes,Good Loan,"(10,20]","(100k,125k]",own,other,36 months,Low,113365.38461538461,383650,9.696923076923078,310995.35,0,14.757948717948718,39
Yes,Good Loan,"(10,20]","(100k,125k]",own,other,60 months,High,113590,421100,18.3495,375687.63,0,14.193999999999999,20
Yes,Good Loan,"(10,20]","(100k,125k]",own,other,60 months,Low,120000,20000,12.29,18759.87,0,15.54,1
Yes,Good Loan,"(10,20]","(100k,125k]",own,renewable_energy,36 months,High,114000,13850,16.49,9965.47,0,16.26,1
Yes,Good Loan,"(10,20]","(100k,125k]",own,small_business,36 months,High,111726.23076923077,283750,17.67923076923077,212143.56,0,14.425384615384615,13
Yes,Good Loan,"(10,20]","(100k,125k]",own,small_business,36 months,Low,110550,54325,11.7275,35689.86,0,14.1475,4
Yes,Good Loan,"(10,20]","(100k,125k]",own,small_business,60 months,High,109614.83333333333,151900,20.265,133568.1,0,13.471666666666666,6
Yes,Good Loan,"(10,20]","(100k,125k]",own,small_business,60 months,Low,101500,24000,9.99,20781.04,0,11.26,1
Yes,Good Loan,"(10,20]","(100k,125k]",own,vacation,36 months,High,108000,12500,14.235,12386.76,0,14.775,2
Yes,Good Loan,"(10,20]","(100k,125k]",own,vacation,36 months,Low,114300,37200,10.411999999999999,31730.79,0,16.148,5
Yes,Good Loan,"(10,20]","(100k,125k]",own,vacation,60 months,High,117990,21600,15.61,20621.8,0,15.25,1
Yes,Good Loan,"(10,20]","(100k,125k]",own,vacation,60 months,Low,110280,54575,11.84,52210.509999999995,0,10.469999999999999,2
Yes,Good Loan,"(10,20]","(100k,125k]",own,wedding,36 months,High,110000,7000,14.33,1826.4499999999998,0,16.85,1
Yes,Good Loan,"(10,20]","(100k,125k]",own,wedding,60 months,High,102000,20000,23.5,13448.5,0,13.78,1
Yes,Good Loan,"(10,20]","(100k,125k]",rent,car,36 months,High,109542.5,126500,16.0775,110556.03,0,16.9775,8
Yes,Good Loan,"(10,20]","(100k,125k]",rent,car,36 months,Low,113562.5,167000,7.993125,148257.44,0,14.94625,16
Yes,Good Loan,"(10,20]","(100k,125k]",rent,car,60 months,High,115599.66666666667,129925,18.143333333333334,113606.65000000001,0,13.503333333333334,6
Yes,Good Loan,"(10,20]","(100k,125k]",rent,car,60 months,Low,115000,36000,10.58,35788.81,0,10.955,2
Yes,Good Loan,"(10,20]","(100k,125k]",rent,credit_card,36 months,High,111960.01986754966,3092875,15.065496688741721,1912384.3,0,14.56271523178808,151
Yes,Good Loan,"(10,20]","(100k,125k]",rent,credit_card,36 months,Low,113020.27619821283,22185375,8.608619008935825,16220158.46,0,14.566685621445979,1231
Yes,Good Loan,"(10,20]","(100k,125k]",rent,credit_card,60 months,High,112391.244,6205850,16.27556,5119956.96,0,14.79524,250
Yes,Good Loan,"(10,20]","(100k,125k]",rent,credit_card,60 months,Low,113052.53947368421,5237550,10.895964912280702,4714562.36,0,14.724342105263158,228
Yes,Good Loan,"(10,20]","(100k,125k]",rent,debt_consolidation,36 months,High,112990.81517241379,14256675,15.531889655172414,9593248.72,0,14.789475862068965,725
Yes,Good Loan,"(10,20]","(100k,125k]",rent,debt_consolidation,36 months,Low,113126.98664027709,35490475,9.455190499752598,26203938.87,0,14.573819891142998,2021
Yes,Good Loan,"(10,20]","(100k,125k]",rent,debt_consolidation,60 months,High,112762.74392523365,26259825,17.835074766355138,22184985.64,0,14.934532710280374,1070
Yes,Good Loan,"(10,20]","(100k,125k]",rent,debt_consolidation,60 months,Low,112824.97417840376,9302225,11.259389671361502,8263592.59,0,14.85443661971831,426
Yes,Good Loan,"(10,20]","(100k,125k]",rent,home_improvement,36 months,High,113931.81818181818,444975,16.130454545454544,316207.16,0,15.662727272727272,22
Yes,Good Loan,"(10,20]","(100k,125k]",rent,home_improvement,36 months,Low,114876.84210526316,528100,8.972894736842106,401788.47,0,13.88421052631579,38
Yes,Good Loan,"(10,20]","(100k,125k]",rent,home_improvement,60 months,High,114813.26315789473,505250,17.981052631578947,429916.52,0,14.386315789473684,19
Yes,Good Loan,"(10,20]","(100k,125k]",rent,home_improvement,60 months,Low,114416.66666666667,222000,11.495,207968.31,0,15.9225,12
Yes,Good Loan,"(10,20]","(100k,125k]",rent,house,36 months,High,114153.08,365700,17.1832,280979.32,0,14.5072,25
Yes,Good Loan,"(10,20]","(100k,125k]",rent,house,36 months,Low,111144.375,95300,11.035,51369.87,0,15.49875,8
Yes,Good Loan,"(10,20]","(100k,125k]",rent,house,60 months,High,116384.61538461539,334550,21.906923076923075,292982.24,0,16.143846153846155,13
Yes,Good Loan,"(10,20]","(100k,125k]",rent,major_purchase,36 months,High,111476.76190476191,283050,16.74047619047619,215025.23,0,12.836666666666666,21
Yes,Good Loan,"(10,20]","(100k,125k]",rent,major_purchase,36 months,Low,113832.84126984127,799025,8.96888888888889,560000.68,0,14.781746031746032,63
Yes,Good Loan,"(10,20]","(100k,125k]",rent,major_purchase,60 months,High,115457.97297297297,934100,17.118648648648648,793671.74,0,14.670810810810812,37
Yes,Good Loan,"(10,20]","(100k,125k]",rent,major_purchase,60 months,Low,113222.22222222222,199200,11.066666666666666,172639.62,0,14.53888888888889,9
Yes,Good Loan,"(10,20]","(100k,125k]",rent,medical,36 months,High,110929.14285714286,128400,17.51214285714286,76745.89,0,15.013571428571428,14
Yes,Good Loan,"(10,20]","(100k,125k]",rent,medical,36 months,Low,113580.95652173914,172075,10.43608695652174,129159.34,0,13.800434782608695,23
Yes,Good Loan,"(10,20]","(100k,125k]",rent,medical,60 months,High,107675.54545454546,195000,16.78181818181818,163435.5,0,14.522727272727273,11
Yes,Good Loan,"(10,20]","(100k,125k]",rent,medical,60 months,Low,112500,30400,10.09,26754.82,0,14.004999999999999,2
Yes,Good Loan,"(10,20]","(100k,125k]",rent,moving,36 months,High,111529.57894736843,298450,15.875,221692.33,0,14.132894736842106,38
Yes,Good Loan,"(10,20]","(100k,125k]",rent,moving,36 months,Low,110700,209700,11.351818181818182,177109.46,0,15.18590909090909,22
Yes,Good Loan,"(10,20]","(100k,125k]",rent,moving,60 months,High,112020,224425,18.263571428571428,196800.79,0,14.223571428571429,14
Yes,Good Loan,"(10,20]","(100k,125k]",rent,other,36 months,High,111704.3137254902,1162575,16.55392156862745,795485.91,0,14.695294117647059,102
Yes,Good Loan,"(10,20]","(100k,125k]",rent,other,36 months,Low,111761.9074074074,1204750,10.32787037037037,963576.8,0,14.344074074074074,108
Yes,Good Loan,"(10,20]","(100k,125k]",rent,other,60 months,High,112328.56666666667,1236700,19.556666666666665,1081157.71,0,14.659333333333333,60
Yes,Good Loan,"(10,20]","(100k,125k]",rent,other,60 months,Low,113763.15384615384,254875,11.073846153846153,233126.61,0,14.698461538461538,13
Yes,Good Loan,"(10,20]","(100k,125k]",rent,renewable_energy,36 months,High,116666.66666666667,41600,18.016666666666666,28828.13,0,15.786666666666667,3
Yes,Good Loan,"(10,20]","(100k,125k]",rent,small_business,36 months,High,114725.37837837837,649950,17.969189189189187,385248.84,0,14.357297297297297,37
Yes,Good Loan,"(10,20]","(100k,125k]",rent,small_business,36 months,Low,115142.85714285714,102300,11.635714285714286,75254.4,0,14.724285714285713,7
Yes,Good Loan,"(10,20]","(100k,125k]",rent,small_business,60 months,High,116774.19354838709,707150,19.41709677419355,627498.33,0,14.046129032258065,31
Yes,Good Loan,"(10,20]","(100k,125k]",rent,small_business,60 months,Low,114000,39000,10.54,17433.910000000003,0,12.33,2
Yes,Good Loan,"(10,20]","(100k,125k]",rent,vacation,36 months,High,112230.76923076923,123525,15.794615384615385,90563.96,0,13.899230769230769,13
Yes,Good Loan,"(10,20]","(100k,125k]",rent,vacation,36 months,Low,111800,115525,10.976666666666667,95980.77,0,13.608,15
Yes,Good Loan,"(10,20]","(100k,125k]",rent,vacation,60 months,High,107333.33333333333,58400,17.576666666666668,48878.16,0,15.24,3
Yes,Good Loan,"(10,20]","(100k,125k]",rent,vacation,60 months,Low,115000,15000,11.99,12253.94,0,12.05,1
Yes,Good Loan,"(10,20]","(100k,125k]",rent,wedding,36 months,High,110000,14000,14.99,8916.82,0,11.8,1
Yes,Good Loan,"(10,20]","(100k,125k]",rent,wedding,36 months,Low,120000,21000,10.15,11294.25,0,13.13,1
Yes,Good Loan,"(10,20]","(100k,125k]",rent,wedding,60 months,High,111625,80000,22.825,49154.299999999996,0,13.6875,4
Yes,Good Loan,"(10,20]","(125k,150k]",mortgage,car,36 months,High,144224.5,54350,15.47,32447.34,0,15.11875,8
Yes,Good Loan,"(10,20]","(125k,150k]",mortgage,car,36 months,Low,136568.53125,299150,8.7559375,225867.24,0,14.2296875,32
Yes,Good Loan,"(10,20]","(125k,150k]",mortgage,car,60 months,High,139050,139975,17.88285714285714,114793.44,0,13.197142857142858,7
Yes,Good Loan,"(10,20]","(125k,150k]",mortgage,car,60 months,Low,136857.14285714287,114950,10.161428571428571,97307.92,0,16.344285714285714,7
Yes,Good Loan,"(10,20]","(125k,150k]",mortgage,credit_card,36 months,High,137658.2894736842,3735875,15.00375,2273548.77,0,15.05703947368421,152
Yes,Good Loan,"(10,20]","(125k,150k]",mortgage,credit_card,36 months,Low,139102.7657784011,30375625,8.201928471248246,21823692.01,0,14.81116409537167,1426
Yes,Good Loan,"(10,20]","(125k,150k]",mortgage,credit_card,60 months,High,138694.56892230577,10938825,16.36065162907268,8766427.82,0,14.98874686716792,399
Yes,Good Loan,"(10,20]","(125k,150k]",mortgage,credit_card,60 months,Low,139525.4135188867,12790200,10.441789264413519,11376008.83,0,14.889880715705765,503
Yes,Good Loan,"(10,20]","(125k,150k]",mortgage,debt_consolidation,36 months,High,138993.35182250396,14772900,15.377781299524564,9877256.41,0,14.956877971473851,631
